,full_text,hashtag,id
27,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030330515600039937
28,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030329149510975489
29,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030295727753158657
30,"Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Katharina Gaus &amp; Prof Richard Lock (@UNSW), @suscla1, @DrMarinaPajic and @dralexswarbrick (@GarvanInstitute), Prof David Whiteman (@QIMRBerghofer) #Fellowship 👏",['Fellowship'],1030289764178526219
31,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030279046276345856
32,RT @QIMRBerghofer: Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of…,"['QIMRBerghofer', 'futurechangemaker']",1030261514425446400
33,Vaishnavi Nathan #QIMRBerghofer #futurechangemaker @Aus_ScienceWeek excited and curious about the potential outcomes of her research on cutaneous melanoma and the genetics underlying susceptibility in families @vaish_1 #scienceweek https://t.co/B2C3ouG1DU,"['QIMRBerghofer', 'futurechangemaker', 'scienceweek']",1030255771949268992
34,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1029174337205559296
35,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1029172484602441728
36,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1029097197793554432
37,RT @QIMRBerghofer: A great podcast with Dr @Michelle_Wykes about #QIMRBerghofer research into immune system's response to malaria infection…,['QIMRBerghofer'],1029093740336443392
38,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028989052769337344
39,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028984187859034112
40,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028963042011242497
41,"RT @qldscience: M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is…",['MELANOMA'],1028958167432982528
42,"M for #MELANOMA ! We caught a minute with melanoma researcher Ken ""@the_funkydr"" Dutton-Regester from @QIMRBerghofer. He is doing his darndest to find out how skin cancer occurs, and even gave us a little tip! 

See more on his research! https://t.co/8KRvqbpgYW

#AtoZQldScience https://t.co/ZoZnLjZ4Hj","['MELANOMA', 'AtoZQldScience']",1028956640047841280
43,RT @QIMRBerghofer: A great podcast with Dr @Michelle_Wykes about #QIMRBerghofer research into immune system's response to malaria infection…,['QIMRBerghofer'],1028830117248753664
44,A great podcast with Dr @Michelle_Wykes about #QIMRBerghofer research into immune system's response to malaria infection https://t.co/ogIGIIG08v #malaria #futureofhealth https://t.co/Dw27apNR0R,"['QIMRBerghofer', 'malaria', 'futureofhealth']",1028795967473037312
45,"@hanniepower @elenagomezdiaz 11/ Dr Qin Chen, QIMR, Brisbane, Australia https://t.co/mZMDmuBHmm
12/ Dr Michelle Wykes QIMR, Brisbane @Michelle_Wykes https://t.co/x8nwhdArK2
13/ Prof Denise Doolan, James cook University, Australia https://t.co/jdcTMknHZQ",[],1028229752576860160
46,"RT @DrAshHaque: A few metres from the beer tent at #ekka2018 we conduct world class research into cures for cancer, infectious diseases bra…",['ekka2018'],1028181856498274309
47,RT @SwissTPH: Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @Dis…,"['schistosomiasis', 'NTD']",1027657528413433856
48,RT @SwissTPH: Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @Dis…,"['schistosomiasis', 'NTD']",1027655481978957829
49,RT @SwissTPH: Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @Dis…,"['schistosomiasis', 'NTD']",1027632786537164801
50,Where do we stand in terms of #schistosomiasis research &amp; control? A global overview on this #NTD was published today in @DiseasePrimers providing recommendations toward better control and eventual elimination. @QIMRBerghofer https://t.co/rtwdK7HwwB Photo: Thomas Schuppisser https://t.co/KahWYvoowj,"['schistosomiasis', 'NTD']",1027611826501103617
51,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030936289846026240
52,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030412713120288769
53,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030408764971569152
54,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030371516574097409
55,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030360259376832512
56,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356215937683456
57,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356202830454785
58,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356181460480000
59,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030330515600039937
60,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030295727753158657
61,"Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Katharina Gaus &amp; Prof Richard Lock (@UNSW), @suscla1, @DrMarinaPajic and @dralexswarbrick (@GarvanInstitute), Prof David Whiteman (@QIMRBerghofer) #Fellowship 👏",['Fellowship'],1030289764178526219
62,"Genomic medicine - it's the future for all cancer treatments. Patients with high-mortality and less-common cancers, such as #pancreaticcancer, will benefit the most from the Australian Genomic Cancer Medicine Program. Read more here: https://t.co/y6977AJI05 @GarvanInstitute",['pancreaticcancer'],1031396673568866305
63,Great to see this research highlighted by @NatureComms: 'Acetylated histone variant H2A.Z is involved in the activation of neo-enhancers in prostate cancer' Team from @GarvanInstitute @UNSWMedicine @MurdochUniNews @SydneyLHD @Sydney_Uni @COBLH &amp; @SVHSydney https://t.co/osEIexpShJ https://t.co/gwfjb3sEM6,[],1031358912455430145
64,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030936289846026240
65,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030412713120288769
66,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030408764971569152
67,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030371516574097409
68,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030360259376832512
69,RT @CancerSPHERE: Follow the link to read the latest from @CancerSPHERE for this fortnight. We have grant opportunities galore and some gre…,[],1030356339787149313
70,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356215937683456
71,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356202830454785
72,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030356181460480000
73,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030330515600039937
74,RT @CCNSWResearch: Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Kathar…,[],1030295727753158657
75,"Congrats to our research grantees who were awarded @nhmrc funding this week: @garvey_gail (@MenziesResearch) Prof Katharina Gaus &amp; Prof Richard Lock (@UNSW), @suscla1, @DrMarinaPajic and @dralexswarbrick (@GarvanInstitute), Prof David Whiteman (@QIMRBerghofer) #Fellowship 👏",['Fellowship'],1030289764178526219
76,RT @WEHI_Postdocs: Meet @martpal 🎓@unicologne @BakerResearchAu @GarvanInstitute. Martin develops #Crispr technology to genetically engineer…,['Crispr'],1030228310805045248
77,"RT @cancerNSW: ""The Registry is the coal-face of #prostatecancer care. Understanding real-world effectiveness allows me to give people bett…",['prostatecancer'],1029882780685979648
78,And what a pleasure to meet and interview this superstar at the @CureCancerAust World’s Best BYO fundraiser last night. Dr Mark Pinese is a Senior Research Officer at the @garvaninstitute… https://t.co/YncxnvmKPX,[],1029569506128154624
79,"Wonderful opportunity to speak to the public this morning on all things bone related, including our research on #ProstateCancer cell dormancy @GarvanInstitute Also thanks to all those that tuned in on Facebook live...including Minnie the dog 🐶 https://t.co/xdJjAvziQ5",['ProstateCancer'],1029561937611317248
80,"RT @GarvanInstitute: Tune into our seminar all about the latest in bone research live on Facebook right now: https://t.co/8ogEW4FhYF

#Garv…",[],1029544904374988801
81,"Tune into our seminar all about the latest in bone research live on Facebook right now: https://t.co/8ogEW4FhYF

#GarvanSeminar #BoneHealth","['GarvanSeminar', 'BoneHealth']",1029519284446195713
82,RT @ProfDMThomas: @davidgyorki @ASSG_Sarcoma Very proud to have my name attached to this research award. @GarvanInstitute @RareCancers @ASS…,[],1029219226840588288
83,RT @ProfDMThomas: @davidgyorki @ASSG_Sarcoma Very proud to have my name attached to this research award. @GarvanInstitute @RareCancers @ASS…,[],1028890769124352000
84,RT @GarvanInstitute: Contribute to #CancerResearch &amp; solve parts of research programs with your phone. Download #DreamLab! @VodafoneAU  htt…,"['CancerResearch', 'DreamLab']",1028753529710755842
85,RT @ProfDMThomas: @davidgyorki @ASSG_Sarcoma Very proud to have my name attached to this research award. @GarvanInstitute @RareCancers @ASS…,[],1028297201242390528
86,RT @ProfDMThomas: @davidgyorki @ASSG_Sarcoma Very proud to have my name attached to this research award. @GarvanInstitute @RareCancers @ASS…,[],1027855198398509056
87,@davidgyorki @ASSG_Sarcoma Very proud to have my name attached to this research award. @GarvanInstitute @RareCancers @ASSG_Sarcoma,[],1027851464490725376
88,RT @NebulaGenomics: A team of molecular biologists at the @GarvanInstitute have identified a new DNA structure called i-motif. “This new re…,[],1027777779448741889
89,Hear about new research into #breastcancer treatment from @dralexswarbrick and @GarvanInstitute. https://t.co/x2S0Klnglu Dr Swarbrick was the 2011 Outstanding Cancer Research Fellow in NSW. https://t.co/DK8YLjoDm0,['breastcancer'],1027731672697954304
90,"RT @ASImmunology: 🔬Meet ASI's Elissa Deenick (@DeeEliss) from the @GarvanInstitute. 
Read more about her research here- https://t.co/GRv0dP…",[],1027681664787394560
91,RT @AaronMuscarella: Dr. @thomasrcox of @GarvanInstitute talks about the @TCox_Lab research on matrix remodeling induced by tumor secreted…,[],1027660024976429057
92,RT @MetastaticOdds: Dr. Cox @TCox_Lab @GarvanInstitute presenting his research on ECM and #metastasis @bcmhouston . We are glad we could wo…,['metastasis'],1027659819925364736
93,RT @MetastaticOdds: Dr. Cox @TCox_Lab @GarvanInstitute presenting his research on ECM and #metastasis @bcmhouston . We are glad we could wo…,['metastasis'],1027659744541114368
94,Dr. Cox @TCox_Lab @GarvanInstitute presenting his research on ECM and #metastasis @bcmhouston . We are glad we could work with Dr. Rosen and Dr. Shawn Zhang to further collaboration https://t.co/9KkhxMUAay,['metastasis'],1027608527500705792
95,"RT @GarvanInstitute: Tomorrow is the 150th anniversary of the discovery of #helium, the second most abundant element in the universe! Heliu…",['helium'],1030352371748986880
96,"Tomorrow is the 150th anniversary of the discovery of #helium, the second most abundant element in the universe! Helium is best known for its use in balloons, but is actually mostly used as a supercooling agent, a critical component in medical MRI scanners. #scifri https://t.co/rT16wtEj54","['helium', 'scifri']",1030346238754017280
97,RT @GarvanInstitute: Almost 2 million people currently have poor bone health in NSW #bonebiology #garvanseminar #osteoporosis https://t.co/…,"['bonebiology', 'garvanseminar', 'osteoporosis']",1029545664407982081
98,Almost 2 million people currently have poor bone health in NSW #bonebiology #garvanseminar #osteoporosis https://t.co/54gI4djucJ,"['bonebiology', 'garvanseminar', 'osteoporosis']",1029528314820489217
99,Clues to Your Health Are Hidden at 6.6 Million Spots in Your DNA https://t.co/9xHIQkZfI7 @MarcelDinger @GarvanInstitute @GenomeOneHealth @kinghorngenomes @geneticseduNSW @GeneticAll_AU @GeneticsAus @markjcowley #Genetics,['Genetics'],1029333875984461824
100,RT @CancerSPHERE: Follow the link to read the latest from @CancerSPHERE for this fortnight. We have grant opportunities galore and some gre…,[],1030356339787149313
101,"RT @MVEG001: This &gt;&gt; improve society by translating research to knowledge, practice, policy and/or product. Academic achievement doesn’t eq…",[],1029176995375017984
102,RT @WomenSciAUST: @SPORT_UTas @Aus_ScienceWeek Funding (eg. P/t fellowships) possible in @nhmrc @arc_gov_au. A no. of orgs now provide fund…,[],1029125338066903040
103,RT @WomenSciAUST: @SPORT_UTas @Aus_ScienceWeek Funding (eg. P/t fellowships) possible in @nhmrc @arc_gov_au. A no. of orgs now provide fund…,[],1029115355271024640
104,RT @WomenSciAUST: @SPORT_UTas @Aus_ScienceWeek Funding (eg. P/t fellowships) possible in @nhmrc @arc_gov_au. A no. of orgs now provide fund…,[],1028960870234116096
105,RT @WomenSciAUST: @SPORT_UTas @Aus_ScienceWeek Funding (eg. P/t fellowships) possible in @nhmrc @arc_gov_au. A no. of orgs now provide fund…,[],1028954926766911488
106,RT @WomenSciAUST: @SPORT_UTas @Aus_ScienceWeek Funding (eg. P/t fellowships) possible in @nhmrc @arc_gov_au. A no. of orgs now provide fund…,[],1028943602565566465
107,@SPORT_UTas @Aus_ScienceWeek Funding (eg. P/t fellowships) possible in @nhmrc @arc_gov_au. A no. of orgs now provide funds to support carers/balance personal/professional life eg. @veski @WEHI_research @CentenaryInst @MonashUni others. Carers Grant to conferences through @FranklinWomen #womeninSTEMM,['womeninSTEMM'],1028942638534127617
108,RT @NatureNews: It's time to try something radical when it comes to research funding. https://t.co/yOWpXnElXJ,[],1028532815623647233
109,"What is immunotherapy and how is it changing cancer therapy? @ScientistBecs Dr Rebecca Delconte will be explaining in our Consumer Buddy Seminar, Mon 27/8 1:30pm
https://t.co/ZAphpQu4Cc https://t.co/6Xum3aTMEf",[],1031382817584939008
110,RT @ingridscheffer: Limited tickets left to this life-changing event with incredible speakers - for anyone from science or medical student…,[],1031361168596582401
111,What an amazing opportunity for those in the UK...be great have something similar here @unimelb @MelbIntGen @SciMelb @UniMelbMDHS @MelBioInf @WEHI_research @CSL https://t.co/Wrmf7pCaVn,[],1031354441851498496
112,RT @ingridscheffer: Limited tickets left to this life-changing event with incredible speakers - for anyone from science or medical student…,[],1031353989009305600
113,@drewberryIV @Aus_ScienceWeek @WEHI_research Awesome talk for #scienceweek @drewberryIV we loved your presentation and love how much your animations make a difference to #sciencecommunication around the world!,"['scienceweek', 'sciencecommunication']",1031333851358846976
114,RT @dr_opatel: That’s a wrap for #ArtOfScience exhibition @WEHI_research for #NatSciWk. Thanks especially @Aus_ScienceWeek &amp; many others wh…,"['ArtOfScience', 'NatSciWk']",1031326201158103042
115,"RT @AAMRI_Aus: VicAAMRI is celebrating the 5,000 Victorians working tirelessly to find new treatments &amp; better diagnose diseases. See why m…",[],1031325509550919680
116,"RT @AAMRI_Aus: VicAAMRI is celebrating the 5,000 Victorians working tirelessly to find new treatments &amp; better diagnose diseases. See why m…",[],1031311512638373889
117,"RT @m_m_campbell: #SixIncredibleThingsBeforeBreakfast
Scientific method.
The art of science.
[video] https://t.co/hzbJhdZJMA
#science #SciA…","['SixIncredibleThingsBeforeBreakfast', 'science']",1031214825790009344
118,@dr_opatel @WEHI_research @FedSquare Thanks @dr_opatel !! 😊,[],1031176525536587776
119,"RT @dr_opatel: Day 8 #ScienceWeek, see #Sciart entry by @robbie_bonelli  who is a #bioinformatician analysing masses of data to understand…","['ScienceWeek', 'Sciart', 'bioinformatician']",1031176341066903553
120,"#SixIncredibleThingsBeforeBreakfast
Scientific method.
The art of science.
[video] https://t.co/hzbJhdZJMA
#science #SciArt via @WEHI_research","['SixIncredibleThingsBeforeBreakfast', 'science', 'SciArt']",1031173251601448960
121,RT @dr_opatel: That’s a wrap for #ArtOfScience exhibition @WEHI_research for #NatSciWk. Thanks especially @Aus_ScienceWeek &amp; many others wh…,"['ArtOfScience', 'NatSciWk']",1031142304407416832
122,That’s a wrap for #ArtOfScience exhibition @WEHI_research for #NatSciWk. Thanks especially @Aus_ScienceWeek &amp; many others who helped spread this on twitter. Thanks to those who visited and for those who missed you can follow this thread to catch up https://t.co/OKphMfy7sl,"['ArtOfScience', 'NatSciWk']",1031125079009054720
123,RT @aikidr: @BurnetInstitute @AlfredHealth @MonashUni @AAMRI_Aus @nhmrc @iasociety @ASHMMedia @CrabbBrendan @CCSMonash @TheDohertyInst @WEH…,[],1031116708717580288
124,RT @glenys_infexion: @BurnetInstitute @AlfredHealth @MonashUni @AAMRI_Aus @nhmrc @iasociety @ASHMMedia @CrabbBrendan @CCSMonash @TheDoherty…,[],1031116595605602304
125,RT @PavelTomancak: #LISH18 student @DrAlyesca shows multi view reconstructions of unknown Australian moth species. These data sets will aid…,['LISH18'],1031094071790628864
126,RT @PavelTomancak: #LISH18 student @DrAlyesca shows multi view reconstructions of unknown Australian moth species. These data sets will aid…,['LISH18'],1031087944352722944
127,RT @PavelTomancak: #LISH18 student @DrAlyesca shows multi view reconstructions of unknown Australian moth species. These data sets will aid…,['LISH18'],1031084591870664704
128,#LISH18 student @DrAlyesca shows multi view reconstructions of unknown Australian moth species. These data sets will aid species characterisation @WEHI_research @Zeiss_micro #LSFM18 https://t.co/zxygvKNtFh,"['LISH18', 'LSFM18']",1031080392584032256
129,"RT @dr_opatel: V Happy to see this! Thanks Paul Isbel, Jane Chisholm &amp; Andrea Simpson @ArtsHub for accepting my humble email invite to writ…",[],1031053479324737537
130,RT @BrigDuckworth: So honored to receive the inaugural David McFarlane PhD award from @Rotary Eltham last night. Incredibly grateful to the…,[],1031023138312675330
131,Satisfying footage of lymphocyte killing a cancer cell: 📹🔬Misty Jenkins @WEHI_research https://t.co/m3SWmuV3CS https://t.co/0hX4cQ6RPB,[],1031021868906557440
132,Caught the last day of @WEHI_research’s #artofscience exhibit today. Go get a beautiful glimpse into biology and research. https://t.co/Eyp1p92WZA,['artofscience'],1030998978035208192
133,RT @VICSciSquad: What could be better than stopping by the #artofscience exhibition @fedsquare and learning about @WEHI_research on the fin…,['artofscience'],1030987705625145344
134,RT @VICSciSquad: What could be better than stopping by the #artofscience exhibition @fedsquare and learning about @WEHI_research on the fin…,['artofscience'],1030987593641390080
135,What could be better than stopping by the #artofscience exhibition @fedsquare and learning about @WEHI_research on the final day of #scienceweek! Got to talk to some wonderful scientists about their work and learnt about some fascinating imaging technologies too! @Aus_ScienceWeek https://t.co/HM98K8KTPw,"['artofscience', 'scienceweek']",1030987104023527424
136,RT @WEHI_research: A genetic 'brake' is critical for breast development and may contribute to #breastcancer formation. New research in @PLO…,['breastcancer'],1030983796542210050
137,"RT @dr_opatel: V Happy to see this! Thanks Paul Isbel, Jane Chisholm &amp; Andrea Simpson @ArtsHub for accepting my humble email invite to writ…",[],1030977129515610112
138,@A2ali @ArtsHub @WEHI_research Thanks @A2ali. It’s in my timeline of tweets but I will send a summary link again soon,[],1030952333125935105
139,@dr_opatel @ArtsHub @WEHI_research Congratulations! Almost makes me sad to be having a busy Science Week in Sydney. Is there some where we could view all works online?,[],1030945344413085696
140,RT @groomlab: This is an absolute treat #JLRGIVES5  @WEHI_research 🚘👨‍🔬 🔬🤣 https://t.co/rqECqNJvBg,['JLRGIVES5'],1030945303313051648
141,"V Happy to see this! Thanks Paul Isbel, Jane Chisholm &amp; Andrea Simpson @ArtsHub for accepting my humble email invite to write this review. I had a great time showing Paul #ArtOfScience @WEHI_research ’s #scienceweek exhibition. My 1st #mediapitch into the arts world a success! https://t.co/xp8ubiqd6o","['ArtOfScience', 'scienceweek', 'mediapitch']",1030931278529351680
142,RT @WEHI_research: A genetic 'brake' is critical for breast development and may contribute to #breastcancer formation. New research in @PLO…,['breastcancer'],1030819191970979840
143,@rhea_longley @WEHI_research @Sarahcharnaud @UniMelbMDHS Whao. This is awesome. I would like to ask if you have specific research background in  view for the prospective phd applicant?,[],1030802260228374528
144,"RT @iflur0: @WEHI_research @9NewsBrisbane @sophie_walsh9 #Antiproliferative #Antiangiogenic #Antimetastatic #Apoptotic. All from 1 plant, #…","['Antiproliferative', 'Antiangiogenic', 'Antimetastatic', 'Apoptotic']",1030788078133305345
145,"RT @SciWkMedia: 'Review: Art of Science, The Atrium at Federation Square, Melbourne' Great review of @WEHI_research's #ScienceWeek exhibiti…",['ScienceWeek'],1030772873206452224
146,"RT @SciWkMedia: 'Review: Art of Science, The Atrium at Federation Square, Melbourne' Great review of @WEHI_research's #ScienceWeek exhibiti…",['ScienceWeek'],1030747160575238145
147,RT @_IMNIS: Panellist Melanie Heinlein is a 2017 #IMNIS mentee. Melanie is a late stage PhD candidate at the @WEHI_research @unimelb and is…,['IMNIS'],1030745349978173440
148,"RT @SciWkMedia: 'Review: Art of Science, The Atrium at Federation Square, Melbourne' Great review of @WEHI_research's #ScienceWeek exhibiti…",['ScienceWeek'],1030723218032615426
149,"'Review: Art of Science, The Atrium at Federation Square, Melbourne' Great review of @WEHI_research's #ScienceWeek exhibition. Ends Sunday. https://t.co/3pnpZfiii8 https://t.co/evgYiUnUKA",['ScienceWeek'],1030722779979513856
150,"RT @Skymazef3: Fed Square #Melbourne @WEHI_research have a stunning #artinscience
Pop up gallery. Never did such a deadly disease make me w…","['Melbourne', 'artinscience']",1030713570458103808
